date,product_id,category,region,store_format,base_price,cost,price,competitor_price,discount_pct,promo_flag,holiday_flag,inflation_index,unemployment_index,stock,quantity,revenue,margin
2025-06-22,SKU001,Beverages,Western Cape,Supermarket,54.33,41.76,54.93,52.91,0.0,0,0,101.83,28.76,178,129,7085.97,1698.9300000000003
2025-06-23,SKU001,Beverages,Gauteng,Hyper,54.33,41.76,57.17,53.87,0.0,0,0,102.34,28.86,124,124,7089.08,1910.8400000000004
2025-06-24,SKU001,Beverages,Western Cape,Convenience,54.33,41.76,46.22,54.21,0.1493,1,0,102.44,28.81,142,142,6563.24,633.3200000000002
2025-06-25,SKU001,Beverages,Western Cape,Supermarket,54.33,41.76,49.6,53.37,0.087,0,0,102.31,29.19,273,164,8134.400000000001,1285.7600000000007
2025-06-26,SKU001,Beverages,Gauteng,Hyper,54.33,41.76,49.73,53.83,0.0846,0,0,101.75,28.97,237,201,9995.73,1601.9699999999998
2025-06-27,SKU001,Beverages,Gauteng,Hyper,54.33,41.76,50.5,55.14,0.0705,0,0,101.81,28.43,134,134,6767.0,1171.1600000000003
2025-06-28,SKU001,Beverages,Western Cape,Supermarket,54.33,41.76,47.91,56.85,0.1181,1,0,102.02,28.92,234,160,7665.599999999999,983.9999999999998
2025-06-29,SKU001,Beverages,Gauteng,Supermarket,54.33,41.76,52.53,52.04,0.0331,0,0,101.88,28.75,190,137,7196.610000000001,1475.4900000000005
2025-06-30,SKU001,Beverages,Western Cape,Convenience,54.33,41.76,53.88,54.68,0.0084,0,0,101.84,28.58,99,99,5334.12,1199.8800000000006
2025-07-01,SKU001,Beverages,Gauteng,Supermarket,54.33,41.76,48.01,53.11,0.1164,1,0,101.98,29.06,215,168,8065.679999999999,1050.0
2025-07-02,SKU001,Beverages,Gauteng,Convenience,54.33,41.76,51.61,54.42,0.0501,0,0,101.71,28.68,167,118,6089.98,1162.3000000000002
2025-07-03,SKU001,Beverages,KwaZulu-Natal,Supermarket,54.33,41.76,49.58,53.82,0.0875,0,0,101.78,28.73,150,106,5255.48,828.9200000000001
2025-07-04,SKU001,Beverages,KwaZulu-Natal,Supermarket,54.33,41.76,49.46,54.98,0.0895,0,0,102.1,28.82,119,119,5885.74,916.3000000000003
2025-07-05,SKU001,Beverages,KwaZulu-Natal,Supermarket,54.33,41.76,55.04,54.76,0.0,0,0,101.88,28.64,146,121,6659.84,1606.88
2025-07-06,SKU001,Beverages,Gauteng,Supermarket,54.33,41.76,55.0,54.87,0.0,0,0,101.92,28.72,123,123,6765.0,1628.5200000000002
2025-07-07,SKU001,Beverages,Gauteng,Supermarket,54.33,41.76,49.79,56.77,0.0837,0,0,102.08,28.86,76,76,3784.04,610.2800000000001
2025-07-08,SKU001,Beverages,KwaZulu-Natal,Convenience,54.33,41.76,54.82,56.71,0.0,0,0,101.94,29.1,102,84,4604.88,1097.0400000000002
2025-07-09,SKU001,Beverages,Gauteng,Supermarket,54.33,41.76,51.71,54.82,0.0483,0,0,101.86,28.71,129,129,6670.59,1283.5500000000004
2025-07-10,SKU001,Beverages,Gauteng,Supermarket,54.33,41.76,57.29,54.36,0.0,0,0,101.99,28.88,162,115,6588.349999999999,1785.95
2025-07-11,SKU001,Beverages,Gauteng,Supermarket,54.33,41.76,53.03,54.66,0.0239,0,0,102.08,28.96,115,115,6098.45,1296.0500000000004
2025-07-12,SKU001,Beverages,KwaZulu-Natal,Supermarket,54.33,41.76,54.69,55.08,0.0,0,0,102.47,28.89,139,105,5742.45,1357.6499999999999
2025-07-13,SKU001,Beverages,Western Cape,Convenience,54.33,41.76,59.58,54.63,0.0,0,0,101.87,28.77,88,78,4647.24,1389.96
2025-07-14,SKU001,Beverages,KwaZulu-Natal,Hyper,54.33,41.76,58.49,52.66,0.0,0,0,102.08,28.64,136,111,6492.39,1857.0300000000004
2025-07-15,SKU001,Beverages,Gauteng,Convenience,54.33,41.76,50.7,56.16,0.0668,0,0,102.57,28.99,153,107,5424.900000000001,956.5800000000005
2025-07-16,SKU001,Beverages,Western Cape,Supermarket,54.33,41.76,58.22,52.55,0.0,0,0,102.7,28.86,131,105,6113.099999999999,1728.3000000000002
2025-07-17,SKU001,Beverages,Western Cape,Supermarket,54.33,41.76,52.78,55.96,0.0284,0,0,102.57,28.81,158,130,6861.400000000001,1432.6000000000004
2025-07-18,SKU001,Beverages,Western Cape,Hyper,54.33,41.76,57.03,52.78,0.0,0,0,102.01,28.78,144,97,5531.91,1481.1900000000003
2025-07-19,SKU001,Beverages,KwaZulu-Natal,Supermarket,54.33,41.76,50.27,54.07,0.0747,0,0,102.65,28.85,158,107,5378.89,910.5700000000005
2025-07-20,SKU001,Beverages,Western Cape,Supermarket,54.33,41.76,55.88,53.02,0.0,0,0,102.08,28.94,143,115,6426.200000000001,1623.8000000000006
2025-07-21,SKU001,Beverages,Western Cape,Supermarket,54.33,41.76,59.09,51.72,0.0,0,0,102.8,29.02,135,102,6027.18,1767.6600000000005
2025-07-22,SKU001,Beverages,Gauteng,Supermarket,54.33,41.76,53.75,52.29,0.0106,0,0,102.31,28.98,184,126,6772.5,1510.7400000000002
2025-07-23,SKU001,Beverages,Gauteng,Convenience,54.33,41.76,49.35,52.32,0.0916,0,0,102.2,28.86,149,119,5872.650000000001,903.2100000000004
2025-07-24,SKU001,Beverages,KwaZulu-Natal,Supermarket,54.33,41.76,51.96,55.28,0.0437,0,0,102.31,28.95,148,114,5923.4400000000005,1162.8000000000004
2025-07-25,SKU001,Beverages,Western Cape,Supermarket,54.33,41.76,47.4,53.37,0.1275,1,0,102.81,28.63,180,175,8295.0,987.0000000000001
2025-07-26,SKU001,Beverages,KwaZulu-Natal,Convenience,54.33,41.76,47.41,53.68,0.1273,1,0,102.55,29.18,153,125,5926.25,706.2499999999998
2025-07-27,SKU001,Beverages,KwaZulu-Natal,Supermarket,54.33,41.76,53.59,54.88,0.0136,1,0,102.63,28.98,253,140,7502.6,1656.2000000000007
2025-07-28,SKU001,Beverages,Western Cape,Supermarket,54.33,41.76,55.49,53.62,0.0,0,0,102.44,29.16,184,124,6880.76,1702.5200000000004
2025-07-29,SKU001,Beverages,Western Cape,Supermarket,54.33,41.76,54.2,52.48,0.0025,0,0,102.83,28.93,151,121,6558.200000000001,1505.2400000000007
2025-07-30,SKU001,Beverages,KwaZulu-Natal,Supermarket,54.33,41.76,54.03,52.65,0.0055,0,0,102.13,29.01,115,99,5348.97,1214.7300000000002
2025-07-31,SKU001,Beverages,Gauteng,Supermarket,54.33,41.76,48.96,51.49,0.0989,0,0,101.7,29.01,171,157,7686.72,1130.4000000000005
2025-08-01,SKU001,Beverages,Gauteng,Supermarket,54.33,41.76,50.13,54.19,0.0772,0,0,102.29,29.12,161,130,6516.900000000001,1088.1000000000006
2025-08-02,SKU001,Beverages,Gauteng,Hyper,54.33,41.76,53.48,51.4,0.0156,0,0,101.7,28.93,180,153,8182.44,1793.1599999999999
2025-08-03,SKU001,Beverages,Gauteng,Supermarket,54.33,41.76,50.14,56.45,0.0771,0,0,102.21,29.08,154,149,7470.86,1248.6200000000003
2025-08-04,SKU001,Beverages,Western Cape,Supermarket,54.33,41.76,49.77,53.97,0.084,0,0,101.7,29.05,155,131,6519.870000000001,1049.3100000000006
2025-08-05,SKU001,Beverages,Gauteng,Supermarket,54.33,41.76,55.55,54.99,0.0,0,0,102.35,29.09,154,118,6554.9,1627.2199999999998
2025-08-06,SKU001,Beverages,KwaZulu-Natal,Supermarket,54.33,41.76,42.68,54.02,0.2144,1,0,102.58,28.94,130,130,5548.4,119.60000000000022
2025-08-07,SKU001,Beverages,Western Cape,Supermarket,54.33,41.76,58.09,55.23,0.0,0,0,101.81,29.24,118,109,6331.81,1779.9700000000005
2025-08-08,SKU001,Beverages,Western Cape,Supermarket,54.33,41.76,57.57,56.16,0.0,0,0,102.94,29.11,129,101,5814.57,1596.8100000000002
2025-08-09,SKU001,Beverages,Gauteng,Supermarket,54.33,41.76,56.38,56.41,0.0,0,0,101.87,29.35,113,113,6370.9400000000005,1652.0600000000004
2025-08-10,SKU001,Beverages,Western Cape,Convenience,54.33,41.76,49.17,53.15,0.0949,0,0,102.31,29.05,164,107,5261.1900000000005,792.8700000000003
2025-08-11,SKU001,Beverages,Western Cape,Supermarket,54.33,41.76,51.26,51.21,0.0564,0,0,102.78,29.04,146,121,6202.46,1149.5
2025-08-12,SKU001,Beverages,Western Cape,Supermarket,54.33,41.76,59.37,53.08,0.0,0,0,102.54,29.24,102,85,5046.45,1496.85
2025-08-13,SKU001,Beverages,Gauteng,Supermarket,54.33,41.76,52.25,53.7,0.0383,1,0,101.92,29.21,117,117,6113.25,1227.3300000000002
2025-08-14,SKU001,Beverages,Gauteng,Supermarket,54.33,41.76,57.18,57.45,0.0,0,0,102.03,29.55,151,102,5832.36,1572.8400000000001
2025-08-15,SKU001,Beverages,Western Cape,Supermarket,54.33,41.76,55.2,50.65,0.0,0,0,102.44,29.24,121,103,5685.6,1384.3200000000004
2025-08-16,SKU001,Beverages,Gauteng,Supermarket,54.33,41.76,55.64,57.01,0.0,0,0,102.17,29.5,97,97,5397.08,1346.3600000000004
2025-08-17,SKU001,Beverages,Gauteng,Supermarket,54.33,41.76,46.03,55.6,0.1527,1,0,102.59,29.43,203,159,7318.77,678.9300000000005
2025-08-18,SKU001,Beverages,KwaZulu-Natal,Convenience,54.33,41.76,59.56,51.95,0.0,0,0,102.42,29.37,92,77,4586.12,1370.6000000000004
2025-08-19,SKU001,Beverages,Gauteng,Supermarket,54.33,41.76,54.25,54.23,0.0015,0,0,102.72,29.31,127,88,4774.0,1099.1200000000001
2025-08-20,SKU001,Beverages,Gauteng,Convenience,54.33,41.76,59.29,56.26,0.0,0,0,102.61,29.5,96,82,4861.78,1437.46
2025-08-21,SKU001,Beverages,Gauteng,Convenience,54.33,41.76,58.96,57.62,0.0,0,0,102.51,29.62,105,87,5129.52,1496.4000000000003
2025-08-22,SKU001,Beverages,Gauteng,Hyper,54.33,41.76,52.79,52.64,0.0283,0,0,102.45,29.43,181,129,6809.91,1422.8700000000001
2025-08-23,SKU001,Beverages,KwaZulu-Natal,Supermarket,54.33,41.76,50.45,54.68,0.0714,0,0,102.41,29.65,170,122,6154.900000000001,1060.1800000000005
2025-08-24,SKU001,Beverages,KwaZulu-Natal,Convenience,54.33,41.76,54.2,54.19,0.0025,0,0,102.81,29.44,89,84,4552.8,1044.9600000000005
2025-08-25,SKU001,Beverages,Western Cape,Supermarket,54.33,41.76,52.15,53.89,0.0401,0,0,102.63,29.56,148,121,6310.15,1257.19
2025-08-26,SKU001,Beverages,Gauteng,Supermarket,54.33,41.76,52.11,52.7,0.0409,0,0,102.36,29.58,116,115,5992.65,1190.2500000000002
2025-08-27,SKU001,Beverages,KwaZulu-Natal,Supermarket,54.33,41.76,55.86,51.36,0.0,0,0,102.54,29.73,120,98,5474.28,1381.8000000000002
2025-08-28,SKU001,Beverages,Gauteng,Supermarket,54.33,41.76,53.78,55.47,0.0101,0,0,102.71,29.67,209,140,7529.2,1682.8000000000004
2025-01-01,SKU002,Snacks,Western Cape,Hyper,31.38,18.39,29.14,31.27,0.0714,0,0,100.15,30.11,306,290,8450.6,3117.5
2025-01-02,SKU002,Snacks,Western Cape,Supermarket,31.38,18.39,32.94,30.44,0.0,0,0,100.29,29.98,171,140,4611.599999999999,2036.9999999999995
2025-01-03,SKU002,Snacks,Gauteng,Supermarket,31.38,18.39,30.5,29.71,0.028,0,0,100.28,29.96,257,186,5673.0,2252.46
2025-01-04,SKU002,Snacks,KwaZulu-Natal,Convenience,31.38,18.39,30.61,30.18,0.0245,0,0,99.9,30.25,228,138,4224.18,1686.36
2025-01-05,SKU002,Snacks,Gauteng,Hyper,31.38,18.39,30.11,30.39,0.0404,0,0,100.34,30.34,292,231,6955.41,2707.3199999999997
2025-01-06,SKU002,Snacks,Western Cape,Supermarket,31.38,18.39,30.96,30.85,0.0135,0,0,99.98,30.18,174,149,4613.04,1872.93
2025-01-07,SKU002,Snacks,Gauteng,Supermarket,31.38,18.39,29.57,30.6,0.0576,0,0,99.94,30.43,238,210,6209.7,2347.7999999999997
2025-01-08,SKU002,Snacks,Western Cape,Hyper,31.38,18.39,29.1,31.05,0.0727,0,0,100.72,30.01,351,251,7304.1,2688.21
2025-01-09,SKU002,Snacks,Gauteng,Supermarket,31.38,18.39,30.55,30.01,0.0264,0,0,99.83,30.36,162,162,4949.1,1969.92
2025-01-10,SKU002,Snacks,Western Cape,Supermarket,31.38,18.39,31.34,29.4,0.0014,0,0,100.15,30.26,116,116,3635.44,1502.1999999999998
2025-01-11,SKU002,Snacks,Western Cape,Supermarket,31.38,18.39,33.1,29.23,0.0,0,0,100.13,30.41,187,151,4998.1,2221.21
2025-01-12,SKU002,Snacks,Western Cape,Supermarket,31.38,18.39,29.0,30.84,0.076,0,0,100.6,30.46,221,210,6090.0,2228.1
2025-01-13,SKU002,Snacks,Gauteng,Supermarket,31.38,18.39,33.14,30.46,0.0,0,0,100.19,30.39,109,109,3612.26,1607.75
2025-01-14,SKU002,Snacks,Western Cape,Supermarket,31.38,18.39,32.93,28.81,0.0,0,0,99.87,30.4,155,128,4215.04,1861.12
2025-01-15,SKU002,Snacks,KwaZulu-Natal,Hyper,31.38,18.39,29.47,29.16,0.0608,0,0,100.17,30.47,245,190,5599.3,2105.2
2025-01-16,SKU002,Snacks,Gauteng,Supermarket,31.38,18.39,30.68,31.34,0.0224,0,0,99.88,30.54,230,164,5031.5199999999995,2015.56
2025-01-17,SKU002,Snacks,KwaZulu-Natal,Supermarket,31.38,18.39,29.17,30.01,0.0705,0,0,100.48,30.48,181,181,5279.77,1951.1800000000003
2025-01-18,SKU002,Snacks,Gauteng,Supermarket,31.38,18.39,28.72,30.31,0.0848,0,0,100.15,30.83,251,232,6663.04,2396.5599999999995
2025-01-19,SKU002,Snacks,Gauteng,Supermarket,31.38,18.39,34.27,29.91,0.0,0,0,99.78,30.51,181,147,5037.6900000000005,2334.3600000000006
2025-01-20,SKU002,Snacks,Gauteng,Supermarket,31.38,18.39,34.4,29.7,0.0,0,0,100.32,30.6,160,147,5056.8,2353.47
2025-01-21,SKU002,Snacks,KwaZulu-Natal,Convenience,31.38,18.39,31.24,29.72,0.0046,0,0,100.36,30.6,138,137,4279.88,1760.4499999999998
2025-01-22,SKU002,Snacks,Gauteng,Supermarket,31.38,18.39,31.37,30.63,0.0002,0,0,100.49,30.85,226,193,6054.41,2505.14
2025-01-23,SKU002,Snacks,Gauteng,Supermarket,31.38,18.39,30.93,29.88,0.0143,0,0,100.52,30.58,236,194,6000.42,2432.7599999999998
2025-01-24,SKU002,Snacks,Western Cape,Supermarket,31.38,18.39,34.48,30.14,0.0,0,0,100.12,30.79,103,103,3551.4399999999996,1657.2699999999995
2025-01-25,SKU002,Snacks,KwaZulu-Natal,Convenience,31.38,18.39,31.78,29.68,0.0,0,0,99.71,30.85,215,141,4480.9800000000005,1887.99
2025-01-26,SKU002,Snacks,Western Cape,Convenience,31.38,18.39,29.63,29.44,0.0558,0,0,99.91,30.73,197,168,4977.84,1888.3199999999997
2025-01-27,SKU002,Snacks,KwaZulu-Natal,Supermarket,31.38,18.39,30.01,31.78,0.0435,0,0,100.89,30.52,271,195,5851.950000000001,2265.9
2025-01-28,SKU002,Snacks,KwaZulu-Natal,Supermarket,31.38,18.39,31.36,31.68,0.0005,0,0,100.22,30.75,168,168,5268.48,2178.96
2025-01-29,SKU002,Snacks,Western Cape,Convenience,31.38,18.39,30.33,30.7,0.0336,0,0,99.54,30.83,242,167,5065.11,1993.9799999999996
2025-01-30,SKU002,Snacks,Western Cape,Convenience,31.38,18.39,30.91,30.6,0.015,0,0,100.55,30.55,107,107,3307.37,1339.6399999999999
2025-01-31,SKU002,Snacks,KwaZulu-Natal,Supermarket,31.38,18.39,30.33,30.92,0.0336,1,0,100.01,30.68,163,163,4943.79,1946.2199999999996
2025-02-01,SKU002,Snacks,Gauteng,Hyper,31.38,18.39,33.9,29.27,0.0,0,0,100.15,30.79,264,173,5864.7,2683.2299999999996
2025-02-02,SKU002,Snacks,Gauteng,Supermarket,31.38,18.39,31.91,30.74,0.0,0,0,100.9,30.94,243,178,5679.9800000000005,2406.56
2025-02-03,SKU002,Snacks,Gauteng,Hyper,31.38,18.39,31.44,29.44,0.0,0,0,99.92,30.91,273,232,7294.08,3027.6000000000004
2025-02-04,SKU002,Snacks,Gauteng,Hyper,31.38,18.39,33.65,31.29,0.0,0,0,100.63,30.91,287,205,6898.25,3128.2999999999997
2025-02-05,SKU002,Snacks,Gauteng,Supermarket,31.38,18.39,31.77,31.16,0.0,0,0,100.21,31.1,256,188,5972.76,2515.4399999999996
2025-02-06,SKU002,Snacks,Western Cape,Hyper,31.38,18.39,29.72,30.25,0.053,0,0,100.19,31.18,341,241,7162.5199999999995,2730.5299999999997
2025-02-07,SKU002,Snacks,KwaZulu-Natal,Supermarket,31.38,18.39,33.66,30.34,0.0,0,0,100.59,31.25,162,148,4981.679999999999,2259.9599999999996
2025-02-08,SKU002,Snacks,Gauteng,Supermarket,31.38,18.39,33.24,30.65,0.0,0,0,100.09,30.84,240,175,5817.0,2598.7500000000005
2025-02-09,SKU002,Snacks,KwaZulu-Natal,Convenience,31.38,18.39,30.05,29.72,0.0425,0,0,100.03,31.02,125,125,3756.25,1457.5
2025-02-10,SKU002,Snacks,Western Cape,Hyper,31.38,18.39,30.96,29.67,0.0134,0,0,100.24,31.0,214,214,6625.4400000000005,2689.98
2025-02-11,SKU002,Snacks,Gauteng,Convenience,31.38,18.39,27.18,31.35,0.1338,1,0,100.83,31.25,312,282,7664.76,2478.7799999999997
2025-02-12,SKU002,Snacks,Western Cape,Supermarket,31.38,18.39,27.5,30.33,0.1236,1,0,100.57,31.05,292,250,6875.0,2277.5
2025-02-13,SKU002,Snacks,Gauteng,Supermarket,31.38,18.39,29.9,28.79,0.0471,0,0,100.2,30.9,182,182,5441.8,2094.8199999999997
2025-02-14,SKU002,Snacks,Western Cape,Hyper,31.38,18.39,28.82,30.23,0.0816,0,0,100.52,31.14,390,246,7089.72,2565.7799999999997
2025-02-15,SKU002,Snacks,Western Cape,Supermarket,31.38,18.39,32.07,31.23,0.0,0,0,100.91,31.27,150,147,4714.29,2010.96
2025-02-16,SKU002,Snacks,KwaZulu-Natal,Convenience,31.38,18.39,32.51,31.82,0.0,0,0,100.45,31.15,157,135,4388.849999999999,1906.1999999999996
2025-02-17,SKU002,Snacks,Western Cape,Supermarket,31.38,18.39,33.51,30.76,0.0,0,0,100.51,31.1,154,154,5160.54,2328.4799999999996
2025-02-18,SKU002,Snacks,Western Cape,Supermarket,31.38,18.39,30.97,30.59,0.0132,0,0,100.28,31.11,206,184,5698.48,2314.72
2025-02-19,SKU002,Snacks,Western Cape,Supermarket,31.38,18.39,29.76,31.48,0.0516,0,0,100.07,31.37,248,194,5773.4400000000005,2205.78
2025-02-20,SKU002,Snacks,KwaZulu-Natal,Hyper,31.38,18.39,32.05,31.86,0.0,0,0,100.35,31.02,201,185,5929.249999999999,2527.0999999999995
2025-02-21,SKU002,Snacks,KwaZulu-Natal,Hyper,31.38,18.39,32.11,30.49,0.0,0,0,100.64,30.95,287,203,6518.33,2785.16
2025-02-22,SKU002,Snacks,Western Cape,Supermarket,31.38,18.39,30.55,28.74,0.0263,0,0,100.63,31.28,251,196,5987.8,2383.36
2025-02-23,SKU002,Snacks,Gauteng,Hyper,31.38,18.39,30.93,29.38,0.0145,0,0,100.81,31.3,290,276,8536.68,3461.04
2025-02-24,SKU002,Snacks,Western Cape,Convenience,31.38,18.39,31.32,29.68,0.0018,0,0,100.46,30.91,168,152,4760.64,1965.36
2025-02-25,SKU002,Snacks,Western Cape,Supermarket,31.38,18.39,33.78,29.36,0.0,0,0,101.05,31.26,231,162,5472.360000000001,2493.1800000000003
2025-02-26,SKU002,Snacks,Western Cape,Supermarket,31.38,18.39,28.01,28.36,0.1075,1,0,100.65,30.94,312,291,8150.910000000001,2799.42
2025-02-27,SKU002,Snacks,KwaZulu-Natal,Supermarket,31.38,18.39,34.15,28.29,0.0,0,0,100.94,31.2,117,117,3995.5499999999997,1843.9199999999998
2025-02-28,SKU002,Snacks,Western Cape,Convenience,31.38,18.39,31.0,30.69,0.0122,0,0,100.92,31.27,166,166,5146.0,2093.2599999999998
2025-03-01,SKU002,Snacks,Western Cape,Hyper,31.38,18.39,29.28,30.04,0.0669,0,0,100.77,31.13,420,262,7671.360000000001,2853.1800000000003
2025-03-02,SKU002,Snacks,Western Cape,Supermarket,31.38,18.39,31.5,30.11,0.0,0,0,100.46,31.01,166,166,5229.0,2176.2599999999998
2025-03-03,SKU002,Snacks,Gauteng,Supermarket,31.38,18.39,26.89,32.2,0.1432,1,0,100.86,31.35,531,407,10944.23,3459.5
2025-03-04,SKU002,Snacks,Western Cape,Supermarket,31.38,18.39,28.97,30.8,0.0769,0,0,100.99,31.16,283,279,8082.63,2951.8199999999997
2025-03-05,SKU002,Snacks,Western Cape,Hyper,31.38,18.39,33.86,29.14,0.0,0,0,100.78,31.13,160,160,5417.6,2475.2
2025-03-06,SKU002,Snacks,Western Cape,Hyper,31.38,18.39,32.56,32.15,0.0,0,0,100.7,31.08,281,219,7130.64,3103.2300000000005
2025-03-07,SKU002,Snacks,KwaZulu-Natal,Convenience,31.38,18.39,33.21,30.14,0.0,0,0,101.25,30.88,132,112,3719.52,1659.8400000000001
2025-03-08,SKU002,Snacks,KwaZulu-Natal,Supermarket,31.38,18.39,31.64,30.05,0.0,0,0,100.68,31.09,204,189,5979.96,2504.25
2025-03-09,SKU002,Snacks,KwaZulu-Natal,Supermarket,31.38,18.39,30.44,29.68,0.0299,0,0,100.81,31.03,210,178,5418.320000000001,2144.9
2025-03-10,SKU002,Snacks,Gauteng,Hyper,31.38,18.39,28.28,30.12,0.0989,0,0,101.14,31.33,469,348,9841.44,3441.7200000000003
2025-03-11,SKU002,Snacks,Western Cape,Hyper,31.38,18.39,32.96,30.68,0.0,0,0,100.97,31.39,285,187,6163.52,2724.59
2025-03-12,SKU002,Snacks,Gauteng,Hyper,31.38,18.39,30.61,30.44,0.0246,1,0,100.56,31.25,359,269,8234.09,3287.18
2025-03-13,SKU002,Snacks,KwaZulu-Natal,Supermarket,31.38,18.39,31.22,30.67,0.0052,0,0,101.22,31.01,227,159,4963.98,2039.9699999999998
2025-03-14,SKU002,Snacks,Western Cape,Supermarket,31.38,18.39,29.42,30.32,0.0624,0,0,100.69,30.95,286,226,6648.92,2492.78
2025-03-15,SKU002,Snacks,KwaZulu-Natal,Hyper,31.38,18.39,32.59,31.08,0.0,0,0,100.67,31.05,220,182,5931.380000000001,2584.4000000000005
2025-03-16,SKU002,Snacks,Western Cape,Supermarket,31.38,18.39,29.9,30.73,0.0471,0,0,101.0,31.0,256,177,5292.3,2037.2699999999998
2025-03-17,SKU002,Snacks,KwaZulu-Natal,Supermarket,31.38,18.39,30.55,29.82,0.0263,0,0,100.99,31.17,210,174,5315.7,2115.84
2025-03-18,SKU002,Snacks,Western Cape,Convenience,31.38,18.39,30.27,30.39,0.0354,0,0,100.95,30.89,214,157,4752.39,1865.1599999999999
2025-03-19,SKU002,Snacks,KwaZulu-Natal,Convenience,31.38,18.39,28.66,28.91,0.0865,0,0,100.77,31.19,200,192,5502.72,1971.84
2025-03-20,SKU002,Snacks,KwaZulu-Natal,Convenience,31.38,18.39,33.16,30.27,0.0,0,0,100.56,31.07,100,100,3315.9999999999995,1476.9999999999995
2025-03-21,SKU002,Snacks,Western Cape,Supermarket,31.38,18.39,33.03,31.51,0.0,0,0,101.07,31.18,297,179,5912.37,2620.56
2025-03-22,SKU002,Snacks,KwaZulu-Natal,Supermarket,31.38,18.39,32.68,29.99,0.0,0,0,100.93,31.08,167,167,5457.56,2386.43
2025-03-23,SKU002,Snacks,KwaZulu-Natal,Convenience,31.38,18.39,29.57,28.4,0.0577,0,0,100.73,31.12,244,182,5381.74,2034.76
2025-03-24,SKU002,Snacks,Gauteng,Supermarket,31.38,18.39,34.15,29.34,0.0,0,0,101.5,30.97,223,183,6249.45,2884.0799999999995
2025-03-25,SKU002,Snacks,Gauteng,Hyper,31.38,18.39,32.23,29.86,0.0,0,0,100.54,30.92,254,195,6284.849999999999,2698.7999999999993
2025-03-26,SKU002,Snacks,Gauteng,Hyper,31.38,18.39,33.5,31.72,0.0,0,0,100.83,31.07,221,221,7403.5,3339.31
2025-03-27,SKU002,Snacks,Western Cape,Supermarket,31.38,18.39,31.9,30.12,0.0,0,0,101.86,31.06,227,155,4944.5,2094.0499999999997
2025-03-28,SKU002,Snacks,Western Cape,Supermarket,31.38,18.39,31.18,29.28,0.0064,1,0,101.01,30.87,317,234,7296.12,2992.8599999999997
2025-03-29,SKU002,Snacks,KwaZulu-Natal,Convenience,31.38,18.39,31.16,30.37,0.007,0,0,100.72,31.01,174,149,4642.84,1902.73
2025-03-30,SKU002,Snacks,KwaZulu-Natal,Convenience,31.38,18.39,31.19,29.71,0.0062,0,0,100.78,30.93,161,145,4522.55,1856.0
2025-03-31,SKU002,Snacks,Western Cape,Convenience,31.38,18.39,33.25,29.88,0.0,0,0,100.9,30.68,121,121,4023.25,1798.06
2025-04-01,SKU002,Snacks,Western Cape,Supermarket,31.38,18.39,30.39,29.96,0.0315,0,0,101.41,30.74,262,216,6564.24,2592.0
2025-04-02,SKU002,Snacks,Gauteng,Hyper,31.38,18.39,31.41,29.34,0.0,0,0,100.75,30.93,245,245,7695.45,3189.9
2025-04-03,SKU002,Snacks,Gauteng,Supermarket,31.38,18.39,32.79,29.23,0.0,0,0,100.45,30.82,237,146,4787.34,2102.3999999999996
2025-04-04,SKU002,Snacks,KwaZulu-Natal,Supermarket,31.38,18.39,34.45,30.43,0.0,0,1,101.27,31.04,216,154,5305.3,2473.2400000000002
2025-04-05,SKU002,Snacks,Gauteng,Hyper,31.38,18.39,33.64,29.92,0.0,0,1,100.04,30.61,198,198,6660.72,3019.5
2025-04-06,SKU002,Snacks,KwaZulu-Natal,Supermarket,31.38,18.39,31.88,29.16,0.0,0,1,100.77,30.85,264,223,7109.24,3008.2699999999995
2025-04-07,SKU002,Snacks,Gauteng,Supermarket,31.38,18.39,29.99,29.13,0.0443,0,0,100.8,30.85,249,230,6897.7,2667.9999999999995
2025-04-08,SKU002,Snacks,Western Cape,Convenience,31.38,18.39,29.14,30.71,0.0714,0,0,100.91,30.78,225,204,5944.56,2193.0
2025-04-09,SKU002,Snacks,Western Cape,Supermarket,31.38,18.39,29.63,30.78,0.0559,0,0,101.21,30.81,255,195,5777.849999999999,2191.7999999999997
2025-04-10,SKU002,Snacks,Western Cape,Supermarket,31.38,18.39,32.18,30.65,0.0,0,0,101.0,30.76,214,163,5245.34,2247.77
2025-04-11,SKU002,Snacks,Gauteng,Supermarket,31.38,18.39,33.94,29.71,0.0,0,1,101.36,30.69,117,117,3970.9799999999996,1819.3499999999997
2025-04-12,SKU002,Snacks,Western Cape,Supermarket,31.38,18.39,34.52,29.03,0.0,0,1,100.48,30.96,218,143,4936.360000000001,2306.59
2025-04-13,SKU002,Snacks,Western Cape,Supermarket,31.38,18.39,33.96,32.5,0.0,0,1,100.95,30.48,222,167,5671.32,2600.19
2025-04-14,SKU002,Snacks,Western Cape,Supermarket,31.38,18.39,24.07,30.11,0.2329,1,0,102.32,30.8,382,332,7991.24,1885.76
2025-04-15,SKU002,Snacks,Gauteng,Supermarket,31.38,18.39,28.85,29.93,0.0807,1,0,100.7,30.71,266,242,6981.700000000001,2531.32
2025-04-16,SKU002,Snacks,Western Cape,Hyper,31.38,18.39,30.67,30.41,0.0225,0,0,101.27,30.68,330,219,6716.7300000000005,2689.32
